ds,yhat,yhat_lower,yhat_upper
2024-09-09,296.56788516210025,194.3408301597843,405.4914384088434
2024-09-17,429.85712218071467,326.2919801637572,532.4204091304726
2025-03-17,164.44150215057144,63.45604298095752,263.56758585861473
2025-03-19,439.1687333050511,338.01863988702735,542.0824812857045
2025-03-29,253.47938985299783,155.82409538170347,354.1001657299087
2025-04-05,248.58582011755337,150.6151293634037,345.0182367078248
2025-05-14,400.0201753994685,298.0998951662203,500.47185911115304
2025-06-20,535.22352307327,430.27196806742444,637.13352794961
2025-07-15,219.4336233226367,118.77294492359724,318.3773109137577
2025-08-02,165.39513451756773,70.03013462247984,265.33524924401866
2025-08-03,-497.66420183926743,-599.2716780623302,-392.7040817285908
2025-08-04,66.57010733272399,-33.240845394292364,166.53060328264473
2025-08-05,204.75291409264338,101.65329141732921,307.06383211287937
2025-08-06,341.29733849048915,249.5297934881675,434.7992414568345
2025-08-07,-500.4601170029591,-599.6964574557594,-395.60407528758043
2025-08-08,500.9685348704868,407.6725908655135,602.9424467584308
2025-08-09,160.50156477438227,51.39440645643824,258.8542305945881
2025-08-10,-502.5577715852708,-607.6959174373692,-400.8037511720845
2025-08-11,61.6765375921872,-33.54061917513095,161.32873048991408
2025-08-12,199.85934435024996,100.65031918109078,302.1891527164647
2025-08-13,336.40376874953455,232.97293736723782,436.64679969136404
2025-08-14,-505.3536867466642,-605.4444022869764,-402.9543995192782
2025-08-15,496.07496512895307,395.6974294159582,592.7009032639911
2025-08-16,155.60799503381818,55.94156048368108,250.41771464728288
2025-08-17,-507.45134132707074,-614.3174146453138,-401.67001431683315
2025-08-18,56.7829678482771,-47.45878545973217,160.8012278435991
2025-08-19,194.96577460653376,82.0530637113607,292.09992880620604
2025-08-20,331.5101990058494,230.24799471127378,428.38555975761335
2025-08-21,-510.2472564885045,-610.5768011358933,-411.9414468343132
2025-08-22,491.18139538405364,393.1151119654049,592.6516971408712
2025-08-23,150.7144252906327,52.79526248099449,258.4323746664125
2025-08-24,-512.3449110696746,-616.8018551221605,-412.3578770720549
2025-08-25,51.889398104366904,-50.464320879796986,149.94179256808442
2025-08-26,190.07220486320267,92.25385920239218,287.90368698048366
2025-08-27,326.6166292621673,217.18284261732867,424.3533466757026
2025-08-28,-515.1408262322094,-617.9871720800858,-411.2679288898117
2025-08-29,486.28782564252,388.0273803875026,589.7622295340083
2025-08-30,145.8208555474473,45.966300215326676,239.547761361038
2025-08-31,-517.2384808114748,-611.4385272667372,-412.308583288045
2025-09-01,46.995828363830185,-52.5416814130376,143.54608893355726
