ds,yhat,yhat_lower,yhat_upper
2024-03-06,162.00008738213387,162.00008738077557,162.00008738346963
2024-04-30,242.99995518712439,242.9999551859524,242.99995518844472
2024-05-11,290.9999119484694,290.9999119471731,290.9999119498988
2024-05-12,167.99987633701227,167.9998763356948,167.99987633831458
2024-05-23,122.99972013577671,122.99972013453717,122.9997201371332
2025-02-01,189.0000344449377,189.00003444351606,189.00003444624784
2025-02-24,296.9998599938558,296.9998599924846,296.9998599951624
2025-02-25,131.29082642237785,131.29082642112263,131.29082642371034
2025-02-26,60.177133621180346,60.17713361976479,60.177133622493535
2025-02-27,11.374052135215933,11.374052133829176,11.374052136693093
2025-02-28,-1009.2045419453542,-1009.2045419467227,-1009.204541943855
2025-03-01,177.8374676477944,177.83746764633887,177.83746764936703
2025-03-02,54.54517106571542,54.54517106414636,54.545171067367704
2025-03-03,294.2092182918152,294.2092182903523,294.2092182932949
2025-03-04,128.50018472236908,128.50018472084915,128.50018472409317
2025-03-05,57.386491918289416,57.38649191670887,57.386491919960264
2025-03-06,8.583410435065147,8.583410433313585,8.583410436860806
2025-03-07,-1011.995183644923,-1011.9951836467379,-1011.9951836432331
2025-03-08,175.04682594818792,175.046825946308,175.04682595001896
2025-03-09,51.754529364515754,51.75452936265987,51.75452936655947
2025-03-10,291.418576593432,291.4185765908821,291.4185765956772
2025-03-11,125.70954302307962,125.70586579289399,125.70954302537442
2025-03-12,54.59585021992241,54.542583169473666,54.595850222323065
2025-03-13,5.792768733385763,5.6806568998411455,5.792768736086772
2025-03-14,-1014.7858253449842,-1014.9352747731317,-1014.7858253424956
2025-03-15,172.25618424561011,172.05962962474675,172.25618424867596
2025-03-16,48.96388766661203,48.710269033283424,48.97956457141516
2025-03-17,288.62793489039245,288.33050923666195,288.6863596440824
2025-03-18,122.91890132124271,122.57997840765498,123.04312657715904
2025-03-19,51.80520851929356,51.40591459413462,51.95350421987465
2025-03-20,3.002127037510462,2.4913754436081703,3.2033525264110723
2025-03-21,-1017.5764670445528,-1018.2088090924708,-1017.2410912285878
2025-03-22,169.46554254600375,168.75949539901856,169.8656354266488
2025-03-23,46.17324596541235,45.31718949059286,46.71011024342492
2025-03-24,285.83729319200927,284.90489198571953,286.5604828428321
2025-03-25,120.12825962195313,119.11505664854384,120.89901701260919
2025-03-26,49.014566819292476,47.9415410522487,49.85807246699121
