ds,yhat,yhat_lower,yhat_upper
2024-09-12,158.9872180018205,31.331754335253343,290.05647371297437
2024-10-16,374.1699496684712,240.53068097884918,501.7547271775857
2024-11-09,431.9230216591166,303.36906570344416,560.0783367642028
2024-12-23,229.77103036755358,105.52446734587033,354.32173579364087
2025-01-28,402.68862616222634,279.8131533634779,539.0997817855068
2025-02-26,313.87433785938344,180.0171867070956,434.61080631798785
2025-03-16,79.06775388186468,-54.28508541458537,204.98381885895628
2025-06-11,266.27253916601023,140.92108556984104,396.2016054296511
2025-07-15,326.5257482862174,189.2659225086441,458.8800302768839
2025-07-23,247.23181973222907,123.49667297751269,369.6239343510984
2025-07-28,131.3939797394155,7.292086457204249,257.9720182138285
2025-07-29,320.17884180870124,197.77994298323978,458.9404868235135
2025-07-30,244.05836649018676,113.07091163855763,374.8490785483777
2025-07-31,13.008368587230336,-118.89753167180588,139.4368383538229
2025-08-01,-377.68621179888845,-502.04145880056495,-246.12613366891594
2025-08-02,311.3317982543508,178.21296022986508,444.67773768995926
2025-08-03,15.598689018842236,-102.69717835260367,150.81300617544497
2025-08-04,128.22052650113756,-2.880188641880003,267.03393262900715
2025-08-05,317.0053885699432,191.35332439656943,449.51962868907054
2025-08-06,240.88491325158446,106.97193950738209,380.73670192917973
2025-08-07,9.83491534707666,-111.7360034970349,152.3986148245097
2025-08-08,-380.8596650390599,-508.7672328590567,-242.65873855914944
2025-08-09,308.1583450152109,167.46063066933525,441.01895769922015
2025-08-10,12.425235780474083,-124.94871456175234,140.4332203861662
2025-08-11,125.04707326050931,-6.872746962569288,254.54348453137126
2025-08-12,313.8319353298966,187.69138621370845,440.027948142173
2025-08-13,237.71146001310834,103.97027480395788,360.53075179106514
2025-08-14,6.661462106923068,-133.99574644079348,139.63106798019717
2025-08-15,-384.0331182779299,-518.6500914759008,-251.80778096009936
2025-08-16,304.9848917750275,180.55218889921332,440.2935501588517
2025-08-17,9.251782540447962,-126.71681841704377,136.1331700916626
2025-08-18,121.87362002223136,-9.463251758810902,247.64390230136098
2025-08-19,310.6584820900069,177.5817819208373,440.60778669351873
2025-08-20,234.53800677450596,105.2948785904348,371.1202859544807
2025-08-21,3.488008868324883,-126.76857564670794,139.19294587685567
2025-08-22,-387.2065715173095,-516.2551993813214,-265.1838767152624
2025-08-23,301.81143853588753,176.89933033351912,429.6445891160208
2025-08-24,6.0783293019613325,-116.80549692335369,138.34155500774057
2025-08-25,118.70016678395339,-11.90992113698072,254.539024472486
2025-08-26,307.48502885124884,171.73999953028488,427.95999738025193
2025-08-27,231.36455353475696,93.83616022080943,363.76836104434267
