ds,yhat,yhat_lower,yhat_upper
2024-04-05,146.99505887596823,120.983835438422,173.27707585823904
2024-06-01,229.31674756476562,204.82248066730568,254.2470883067619
2024-06-15,232.6756746206942,207.25348862670305,257.07827576973386
2024-08-27,118.87606219813924,92.01422691772035,143.73270409346426
2024-09-23,167.99771420431202,142.3666739327736,193.30997002997114
2024-10-27,65.99725699909882,39.83236226185035,90.83876476645221
2024-11-14,185.9960305690871,160.90606083500634,210.5570280693981
2025-01-21,154.14479627531034,129.13413382220486,180.22544162034154
2025-02-12,249.02639846590603,224.10591827995395,274.0598110606878
2025-02-13,207.82905640761155,180.69868397336876,232.76295351336503
2025-02-14,222.57091760491434,197.72056517791867,247.6682570559528
2025-02-15,291.45689807586314,265.56252562850676,317.10844962428314
2025-02-16,92.8686734199926,65.60823299455437,118.7122016651697
2025-02-17,203.26644827215168,178.4522033004783,231.87734593352158
2025-02-18,160.86265037966717,132.53599683719662,187.18353491519494
2025-02-19,250.7058619922484,222.39128099408515,276.35925968285335
2025-02-20,209.5085199342296,183.903888181841,236.0569307183981
2025-02-21,224.25038113030467,199.85188255921602,249.82323231172597
2025-02-22,293.136361602211,268.0502601611144,320.5770068465974
2025-02-23,94.54813694595262,67.9334722257871,120.63200557609757
2025-02-24,204.94591179830536,176.98871533439217,230.6440396470724
2025-02-25,162.5421139058131,136.9411540208131,188.865151695533
2025-02-26,252.38532551859083,224.39753886804243,278.2332001098388
2025-02-27,211.1879834598582,186.04637621359507,235.98037709625038
2025-02-28,225.92984465628027,200.33012685771857,254.66695785418375
2025-03-01,294.8158251279787,268.87439492694267,322.192614425748
2025-03-02,96.22760047201847,68.96031528562817,120.31191376231578
2025-03-03,206.62537532405634,182.73243689991781,232.11268248952948
2025-03-04,164.2215774317322,139.26537526481283,190.38991736957965
2025-03-05,254.0647890441055,226.72638059517632,279.7121064226087
2025-03-06,212.86744698601532,187.06531775169407,239.24428460668216
2025-03-07,227.60930818267272,202.2057451746527,251.90738607375533
2025-03-08,296.4952886540366,270.73615820197193,322.3680828740336
2025-03-09,97.90706399808431,72.00932700714525,123.38071269223599
2025-03-10,208.30483885021,182.30039020393497,235.42992591240787
2025-03-11,165.90104095787814,141.2975978879788,191.3245268442554
2025-03-12,255.7442525704479,229.73392784601947,279.60228282150837
2025-03-13,214.54691051171145,188.2936748786059,241.33721097646156
2025-03-14,229.2887717086483,204.37119908529172,254.21363916172479
