ds,yhat,yhat_lower,yhat_upper
2024-03-28,155.44537349969545,144.11782583162937,168.34553431126125
2024-05-02,161.4876865754679,149.59398819244134,174.09503830009024
2024-06-21,200.92443247728295,188.7479615151667,212.9820047324796
2024-07-26,206.9667455334637,194.22214839043335,219.73891729502108
2024-08-08,178.4061631447621,165.93946886595938,190.63641789318862
2024-08-18,168.48614247492415,155.87008727290092,179.78917380859954
2024-09-19,185.6568492141478,174.2861476906997,198.75986994841597
2024-09-21,254.8635640520033,241.62922395306876,266.11358503771766
2024-11-17,184.1959622805029,171.14034347286582,196.3336937139878
2025-01-26,196.28043904882287,183.8174301398394,209.06077290082297
2025-01-27,-18.472136309774243,-32.04881225950592,-6.534569902680853
2025-01-28,-18.299614455277393,-30.52717233434212,-5.704225955276107
2025-01-29,-18.12677047888353,-29.951092066854844,-6.279466999755914
2025-01-30,208.6173550735684,196.41256526418618,220.10051990984496
2025-01-31,239.59486054955386,227.14841655268648,252.86377624492647
2025-02-01,277.82406991141227,265.5791886642996,289.39129136805644
2025-02-02,197.4888867252887,185.25004386180956,210.3686013492705
2025-02-03,-17.26368863312301,-30.06444578179974,-4.92367809669683
2025-02-04,-17.091166778576778,-28.952495694796003,-4.334601098389969
2025-02-05,-16.91832280258292,-29.874126188800386,-4.729458300332456
2025-02-06,209.82580275043097,197.43749137168163,222.34116896820777
2025-02-07,240.8033082261843,228.53393463839834,253.54366425886124
2025-02-08,279.03251758845306,266.6004133615479,290.74150881347754
2025-02-09,198.69733440236925,186.0262989593512,210.78639145252163
2025-02-10,-16.055240956471764,-28.043963795547278,-3.8217951749962236
2025-02-11,-15.882719101638074,-27.614229550046247,-3.6451579087064463
2025-02-12,-15.709875125654108,-28.087797007149796,-3.6459832351971935
2025-02-13,211.03425042748108,198.81273092842156,223.677514967012
2025-02-14,242.0117559031019,228.77028081769788,253.51997770640776
2025-02-15,280.24096526549386,267.72736563009585,292.1730470781615
2025-02-16,199.9057820794365,187.00777879895477,212.28537378320343
2025-02-17,-14.846793279820517,-26.195496709684143,-3.1239818284175374
2025-02-18,-14.674271424891515,-28.242793059987957,-2.554769837756657
2025-02-19,-14.501427448776056,-26.37447269357769,-2.246312998886439
2025-02-20,212.2426981041561,200.2113188942451,224.75590779390114
2025-02-21,243.22020358008731,231.47783241929338,255.13064200976137
2025-02-22,281.4494129418747,269.20256037779757,293.3584378407458
2025-02-23,201.11422975620968,188.86440718685546,214.03786462826244
2025-02-24,-13.638345602945378,-26.72510721446764,-1.4465532581902851
2025-02-25,-13.465823748048848,-25.466872031405654,-2.4049607346920507
