ds,yhat,Product_Name
2024-03-24,114.15250771481966,Almond Flour
2024-05-08,167.96208489115094,Almond Flour
2024-07-19,176.9489863703376,Almond Flour
2024-07-28,59.90264369603069,Almond Flour
2024-07-30,116.9741179174362,Almond Flour
2024-08-25,47.847117703720585,Almond Flour
2024-08-26,128.89439355628255,Almond Flour
2024-10-04,143.7962899658738,Almond Flour
2024-10-29,77.793658167863,Almond Flour
2025-01-23,179.6828756544056,Almond Flour
2025-01-24,95.57418518603899,Almond Flour
2025-01-25,-282.9057562264131,Almond Flour
2025-01-26,-18.458276151579913,Almond Flour
2025-01-27,62.58899968715981,Almond Flour
2025-01-28,38.6131980351676,Almond Flour
2025-01-29,53.43458875004427,Almond Flour
2025-01-30,176.6689941056891,Almond Flour
2025-01-31,92.56030363854022,Almond Flour
2025-02-01,-285.91963777514076,Almond Flour
2025-02-02,-21.47215769991694,Almond Flour
2025-02-03,59.57511813859537,Almond Flour
2025-02-04,35.59931648721327,Almond Flour
2025-02-05,50.420707200448476,Almond Flour
2025-02-06,173.6551125569726,Almond Flour
2025-02-07,89.54642208944483,Almond Flour
2025-02-08,-288.93351932381404,Almond Flour
2025-02-09,-24.48603924855704,Almond Flour
2025-02-10,56.5612365900309,Almond Flour
2025-02-11,32.58543493793583,Almond Flour
2025-02-12,47.406825652024665,Almond Flour
2025-02-13,170.64123100865172,Almond Flour
2025-02-14,86.53254054059927,Almond Flour
2025-02-15,-291.9474008724872,Almond Flour
2025-02-16,-27.499920798016582,Almond Flour
2025-02-17,53.54735504146644,Almond Flour
2025-02-18,29.571553389535893,Almond Flour
2025-02-19,44.39294410313789,Almond Flour
2025-02-20,167.62734945953963,Almond Flour
2025-02-21,83.51865899335031,Almond Flour
2025-02-22,-294.9612824212694,Almond Flour
2024-09-10,289.56256419745955,Almond Milk
2024-10-28,209.65484113402164,Almond Milk
2024-11-16,126.1015432660876,Almond Milk
2024-12-14,129.4643996025731,Almond Milk
2025-01-30,182.06754622063983,Almond Milk
2025-04-16,249.24756179898503,Almond Milk
2025-04-25,249.24691931100165,Almond Milk
2025-04-29,317.30612897696454,Almond Milk
2025-06-14,151.32296569228288,Almond Milk
2025-07-14,240.76126213324852,Almond Milk
2025-07-15,326.553983833472,Almond Milk
2025-07-16,260.1768448164273,Almond Milk
2025-07-17,202.24468413854117,Almond Milk
2025-07-18,259.3354882473892,Almond Milk
2025-07-19,155.5265360815447,Almond Milk
2025-07-20,-115.26142164114958,Almond Milk
2025-07-21,241.60197621145537,Almond Milk
2025-07-22,327.39469791140925,Almond Milk
2025-07-23,261.0175588951673,Almond Milk
2025-07-24,203.08539821614664,Almond Milk
2025-07-25,260.176202325163,Almond Milk
2025-07-26,156.36725015900953,Almond Milk
2025-07-27,-114.42070756317321,Almond Milk
2025-07-28,242.44269028821458,Almond Milk
2025-07-29,328.2354119893464,Almond Milk
2025-07-30,261.85827297201575,Almond Milk
2025-07-31,203.92611229464262,Almond Milk
2025-08-01,261.0169164033319,Almond Milk
2025-08-02,157.2079642367409,Almond Milk
2025-08-03,-113.57999348519687,Almond Milk
2025-08-04,243.28340436642145,Almond Milk
2025-08-05,329.07612606728355,Almond Milk
2025-08-06,262.698987050086,Almond Milk
2025-08-07,204.7668263722481,Almond Milk
2025-08-08,261.8576304811803,Almond Milk
2025-08-09,158.04867831447223,Almond Milk
2025-08-10,-112.73927940739094,Almond Milk
2025-08-11,244.1241184444025,Almond Milk
2025-08-12,329.91684014493205,Almond Milk
2025-08-13,263.53970112841876,Almond Milk
2024-10-04,319.94920963387517,Almond Oil
2024-11-17,309.3186483883477,Almond Oil
2025-02-22,293.6412802872682,Almond Oil
2025-03-14,308.3379221480857,Almond Oil
2025-04-08,383.50520243826895,Almond Oil
2025-05-15,463.45942905502443,Almond Oil
2025-06-03,379.4664937872723,Almond Oil
2025-07-28,361.81537497055876,Almond Oil
2025-08-17,289.6299436577399,Almond Oil
2025-08-18,360.30085923877704,Almond Oil
2025-08-19,373.9132694345633,Almond Oil
2025-08-20,-320.8105719505732,Almond Oil
2025-08-21,456.3916889654124,Almond Oil
2025-08-22,296.72663480320307,Almond Oil
2025-08-23,280.5154771891673,Almond Oil
2025-08-24,289.1251050797685,Almond Oil
2025-08-25,359.79602066243467,Almond Oil
2025-08-26,373.4084308570028,Almond Oil
2025-08-27,-321.31541052797,Almond Oil
2025-08-28,455.886850388777,Almond Oil
2025-08-29,296.22179622481434,Almond Oil
2025-08-30,280.0106386112553,Almond Oil
2025-08-31,288.6202665013153,Almond Oil
2025-09-01,359.2911820833377,Almond Oil
2025-09-02,372.9035922802954,Almond Oil
2025-09-03,-321.82024910536666,Almond Oil
2025-09-04,455.38201180975,Almond Oil
2025-09-05,295.71695764642567,Almond Oil
2025-09-06,279.505800034901,Almond Oil
2025-09-07,288.11542792449075,Almond Oil
2025-09-08,358.7863435069953,Almond Oil
2025-09-09,372.3987537038159,Almond Oil
2025-09-10,-322.3250876827633,Almond Oil
2025-09-11,454.8771732331147,Almond Oil
2025-09-12,295.21211907080794,Almond Oil
2025-09-13,279.00096145543137,Almond Oil
2025-09-14,287.6105893476664,Almond Oil
2025-09-15,358.28150492929035,Almond Oil
2025-09-16,371.8939151262555,Almond Oil
2024-04-05,223.05640702472715,Anchovies
2024-04-22,180.6691440196877,Anchovies
2024-05-10,216.34128164994365,Anchovies
2024-05-27,173.9540186443333,Anchovies
2024-06-01,284.8669245055827,Anchovies
2024-06-03,172.61099357051634,Anchovies
2024-06-27,112.9929134338359,Anchovies
2024-09-02,155.15166761318713,Anchovies
2024-10-22,239.75112541755152,Anchovies
2024-12-19,79.41728659487725,Anchovies
2025-02-19,161.5722610667874,Anchovies
2025-02-20,67.33006093591597,Anchovies
2025-02-21,161.27725363441215,Anchovies
2025-02-22,233.8319717145717,Anchovies
2025-02-23,-228.4540330295506,Anchovies
2025-02-24,121.57604078069673,Anchovies
2025-02-25,215.57667409767475,Anchovies
2025-02-26,160.22923599384995,Anchovies
2025-02-27,65.98703586167409,Anchovies
2025-02-28,159.93422856104246,Anchovies
2025-03-01,232.48894664077318,Anchovies
2025-03-02,-229.7970581029602,Anchovies
2025-03-03,120.23301570584385,Anchovies
2025-03-04,214.23364902428892,Anchovies
2025-03-05,158.8862109194357,Anchovies
2025-03-06,64.64401078858417,Anchovies
2025-03-07,158.59120348826505,Anchovies
2025-03-08,231.14592156730356,Anchovies
2025-03-09,-231.14008317636973,Anchovies
2025-03-10,118.88999063301213,Anchovies
2025-03-11,212.89062395113214,Anchovies
2025-03-12,157.54318584649826,Anchovies
2025-03-13,63.3009857147558,Anchovies
2025-03-14,157.2481784148954,Anchovies
2025-03-15,229.80289649499807,Anchovies
2025-03-16,-232.4831082497797,Anchovies
2025-03-17,117.54696555952354,Anchovies
2025-03-18,211.5475988773834,Anchovies
2025-03-19,156.20016077282236,Anchovies
2025-03-20,61.957960641990795,Anchovies
2025-03-21,155.90515334211798,Anchovies
2024-03-08,160.1573833236738,Apple
2024-03-24,134.4697256849315,Apple
2024-05-18,148.71825453439783,Apple
2024-06-22,153.30704173001658,Apple
2024-09-17,249.92803740952598,Apple
2024-11-08,192.27889364419204,Apple
2024-11-18,273.131827849486,Apple
2024-12-04,372.3529847321982,Apple
2025-01-09,53.733549080208576,Apple
2025-01-20,281.39164481305045,Apple
2025-01-29,379.6950442527435,Apple
2025-03-11,272.87197338868765,Apple
2025-04-10,65.66439577071742,Apple
2025-05-18,189.53517196821588,Apple
2025-06-28,201.9481859345155,Apple
2025-08-26,294.89815185665515,Apple
2025-09-05,231.74246345287006,Apple
2025-09-06,211.1257602932281,Apple
2025-09-07,204.21929094214244,Apple
2025-09-08,311.6776402153565,Apple
2025-09-09,296.7336667280676,Apple
2025-09-10,409.06328221679325,Apple
2025-09-11,85.85505935930527,Apple
2025-09-12,232.66022088788122,Apple
2025-09-13,212.0435177298591,Apple
2025-09-14,205.1370483778362,Apple
2025-09-15,312.5953976509605,Apple
2025-09-16,297.6514241638929,Apple
2025-09-17,409.9810396525007,Apple
2025-09-18,86.77281679514519,Apple
2025-09-19,233.5779783241623,Apple
2025-09-20,212.9612751651718,Apple
2025-09-21,206.05480581352987,Apple
2025-09-22,313.5131550864857,Apple
2025-09-23,298.5691816000411,Apple
2025-09-24,410.8987970883019,Apple
2025-09-25,87.69057423098516,Apple
2025-09-26,234.49573575949057,Apple
2025-09-27,213.8790326011827,Apple
2025-09-28,206.9725632498646,Apple
2025-09-29,314.4309125230808,Apple
2025-09-30,299.48693903618926,Apple
2025-10-01,411.8165545246259,Apple
2025-10-02,88.608331666825,Apple
2025-10-03,235.41349319577168,Apple
2025-10-04,214.7967900365735,Apple
2025-10-05,207.89032068491724,Apple
2024-09-29,229.480805223566,Apple Juice
2024-11-03,233.9727693928599,Apple Juice
2024-11-11,111.1693793774867,Apple Juice
2025-01-14,398.5874322369904,Apple Juice
2025-01-30,431.9365325398612,Apple Juice
2025-02-26,366.29691074280305,Apple Juice
2025-05-28,377.97601760117595,Apple Juice
2025-06-17,418.35207461560753,Apple Juice
2025-06-18,380.6711961039217,Apple Juice
2025-09-07,273.502054147339,Apple Juice
2025-09-08,149.80027129589797,Apple Juice
2025-09-09,429.1327886269786,Apple Juice
2025-09-10,391.45191011614565,Apple Juice
2025-09-11,460.68510325933767,Apple Juice
2025-09-12,-120.13813159281787,Apple Juice
2025-09-13,-120.0091428778415,Apple Juice
2025-09-14,274.40044698200796,Apple Juice
2025-09-15,150.69866413026205,Apple Juice
2025-09-16,430.0311814614504,Apple Juice
2025-09-17,392.35030295030856,Apple Juice
2025-09-18,461.5834960932049,Apple Juice
2025-09-19,-119.2397387594304,Apple Juice
2025-09-20,-119.11075004364542,Apple Juice
2025-09-21,275.298839816677,Apple Juice
2025-09-22,151.5970569649278,Apple Juice
2025-09-23,430.92957429583646,Apple Juice
2025-09-24,393.248695785134,Apple Juice
2025-09-25,462.4818889270721,Apple Juice
2025-09-26,-118.34134592424536,Apple Juice
2025-09-27,-118.21235720934578,Apple Juice
2025-09-28,276.19723265055654,Apple Juice
2025-09-29,152.49544979862213,Apple Juice
2025-09-30,431.82796713022253,Apple Juice
2025-10-01,394.1470886187751,Apple Juice
2025-10-02,463.3802817609393,Apple Juice
2025-10-03,-117.44295309085791,Apple Juice
2025-10-04,-117.31396437410928,Apple Juice
2025-10-05,277.095625486015,Apple Juice
2025-10-06,153.3938426329862,Apple Juice
2025-10-07,432.72635996477993,Apple Juice
2025-10-08,395.0454814532693,Apple Juice
2024-03-29,249.27726003165517,Apricot
2024-05-16,68.20540468731326,Apricot
2024-08-19,210.1135787003543,Apricot
2024-10-07,195.7020781480404,Apricot
2024-11-24,101.66203258487947,Apricot
2024-12-02,179.231791798591,Apricot
2025-01-31,158.69068510343962,Apricot
2025-02-01,-166.72774444989855,Apricot
2025-02-02,81.07417465854569,Apricot
2025-02-03,160.70271966433802,Apricot
2025-02-04,-167.60987196255897,Apricot
2025-02-05,-167.9040424231365,Apricot
2025-02-06,-10.02845546477367,Apricot
2025-02-07,156.63189931078546,Apricot
2025-02-08,-168.78653024280126,Apricot
2025-02-09,79.01538886552399,Apricot
2025-02-10,158.64393387177418,Apricot
2025-02-11,-169.66865775602392,Apricot
2025-02-12,-169.96282821552074,Apricot
2025-02-13,-12.087241257087133,Apricot
2025-02-14,154.57311351801235,Apricot
2025-02-15,-170.84531603570395,Apricot
2025-02-16,76.95660307242892,Apricot
2025-02-17,156.58514807921028,Apricot
2025-02-18,-171.7274435484704,Apricot
2025-02-19,-172.02161400826043,Apricot
2025-02-20,-14.146027049663168,Apricot
2025-02-21,152.51432772592707,Apricot
2025-02-22,-172.90410182791555,Apricot
2025-02-23,74.89781727991095,Apricot
2025-02-24,154.52636228608426,Apricot
2025-02-25,-173.78622934142615,Apricot
2025-02-26,-174.08039980100014,Apricot
2025-02-27,-16.204812842993675,Apricot
2025-02-28,150.455541933154,Apricot
2025-03-01,-174.96288762081824,Apricot
2025-03-02,72.83903148789673,Apricot
2024-02-25,87.24932824165762,Arabica Coffee
2024-03-15,240.19317574620507,Arabica Coffee
2024-03-27,148.0629716055272,Arabica Coffee
2024-04-02,83.98012861178225,Arabica Coffee
2024-05-29,142.2558563288071,Arabica Coffee
2024-07-06,204.2968283518537,Arabica Coffee
2024-07-27,202.36112325948477,Arabica Coffee
2024-09-08,69.18274737446026,Arabica Coffee
2024-10-17,201.05640825031634,Arabica Coffee
2024-11-01,218.9004197323728,Arabica Coffee
2024-11-13,126.7702155935218,Arabica Coffee
2024-11-15,217.60994966899378,Arabica Coffee
