ds,yhat,yhat_lower,yhat_upper
2024-11-16,172.9632476138795,22.502969565708554,322.14958551808706
2024-11-19,298.25941656090185,152.7778008406136,434.06999132907765
2024-11-23,170.30876227795923,32.37657676198365,311.5419012957118
2024-12-09,215.9839665419721,74.9655223463779,365.3736470954106
2024-12-24,284.98698991016573,132.6221029627117,420.77035926320076
2025-02-10,192.0935985563189,51.301576383662,343.24372163202383
2025-04-20,237.35366265121246,88.99753953769469,384.3371939658132
2025-05-18,226.7357213308266,86.3065438974827,363.527327286475
2025-06-09,146.96734789436522,0.27309934000414354,287.27701318693283
2025-06-21,90.67420230595846,-48.42541204373815,228.87848175978235
2025-06-24,215.97037125526802,80.33709702137135,368.665435450634
2025-06-25,-183.01609146920396,-321.2829906190103,-32.466882534189466
2025-06-26,-183.39515525813096,-328.49126414875957,-40.913318858556714
2025-06-27,-183.77436789027863,-324.05044599636585,-47.304768636316744
2025-06-28,88.01971697590798,-51.62201429548512,233.64951379356802
2025-06-29,210.8088093464508,74.90637649183934,347.7842793570014
2025-06-30,139.0038919020648,-10.096630678484317,281.73981111737413
2025-07-01,213.31588592497118,65.81814539546475,363.8926784561642
2025-07-02,-185.67057680012226,-333.7090945195427,-50.076369955160224
2025-07-03,-186.0496405892474,-331.5928409727641,-43.8453773209643
2025-07-04,-186.4288532212066,-328.564859189771,-44.52580654939928
2025-07-05,85.3652316452195,-59.998475028705116,225.75257413354188
2025-07-06,208.1543240165549,57.4233625692077,357.5591899317414
2025-07-07,136.34940657129098,-6.917312603248637,268.7808316134363
2025-07-08,210.66140059443268,70.60764332350072,356.40616740339993
2025-07-09,-188.32506213104054,-328.2378982071181,-44.76660963813958
2025-07-10,-188.70412591966326,-328.15254645532883,-40.19542641663513
2025-07-11,-189.08333855158617,-326.12574367421786,-51.94614016162541
2025-07-12,82.71074631447851,-63.377113487640116,219.493769088314
2025-07-13,205.49983868526536,74.96624939109915,345.8636110314912
2025-07-14,133.6949212405172,-17.990775454198108,279.7798486490755
2025-07-15,208.00691526349163,59.29010575240465,340.490995027103
2025-07-16,-190.9795474618761,-335.51008296928165,-51.81334122715811
2025-07-17,-191.3586112503315,-337.469702974288,-56.24623817810206
2025-07-18,-191.7378238819657,-344.3040251947036,-44.81955970524584
2025-07-19,80.05626098315204,-68.71828486515037,227.8007647689182
2025-07-20,202.84535335536958,62.15646322925,353.7278006834776
2025-07-21,131.04043591018865,-10.56223208661495,272.2812452991013
2025-07-22,205.3524299327519,66.8631991110466,347.9725288880046
2025-07-23,-193.63403279177118,-339.99753142478966,-46.23742750698019
2025-07-24,-194.01309658074732,-343.8910808868615,-46.365422228700076
