ds,yhat,yhat_lower,yhat_upper
2024-04-07,178.12285589323153,165.82687239239218,189.38464133011806
2024-05-01,114.00194393535193,101.41607925186692,125.67763950870439
2024-05-04,71.32282425456768,58.081298423768054,83.55193704595827
2024-06-04,175.2583037041154,162.15643139159775,187.54213664086538
2024-06-24,198.00137715205952,185.455969014356,210.45106393065907
2024-07-06,93.68549282859058,80.74511916387104,107.18204121065061
2024-07-28,217.87877794891276,204.76574273254198,230.56061443126313
2024-12-26,98.99463776150051,87.5100299142308,110.73217940799924
2025-01-28,259.74052358805807,248.0754547562477,271.93705492379706
2025-01-29,210.90784204197695,198.4812078717849,223.86396537475807
2025-01-30,111.41851505095465,99.09990471779996,124.558649042667
2025-01-31,21.69238288172076,9.354972232457104,34.20409088958927
2025-02-01,168.22873992544515,155.92475362412642,180.85215946169825
2025-02-02,284.96771531169946,272.38597759475243,297.2619264822535
2025-02-03,277.5141632135536,265.0457547150359,289.4037663119123
2025-02-04,262.22529904590783,249.84244255446015,274.2813374670887
2025-02-05,213.3926175001497,201.64051455957352,224.63305051064222
2025-02-06,113.90329050873551,101.88246802243327,125.85501090086751
2025-02-07,24.177158339601505,12.561401330368405,36.754684125334286
2025-02-08,170.71351538350783,157.72736960955083,183.27231467404857
2025-02-09,287.45249076972874,275.2184446563347,299.7998911673762
2025-02-10,279.99893867138394,268.50964928874464,292.77128823481695
2025-02-11,264.71007450387475,252.5639364351714,277.5644976511293
2025-02-12,215.87739295796388,203.6210647861378,228.87619656197768
2025-02-13,116.38806596651186,104.44769790434118,128.7197822725312
2025-02-14,26.661933797518003,14.27010293467054,39.735737066222136
2025-02-15,173.1982908415705,159.88596503381692,185.81897480258377
2025-02-16,289.9372662273637,277.7384692359063,303.3009331984682
2025-02-17,282.48371412921426,269.9327568714477,294.8947347412957
2025-02-18,267.19484996169285,254.93868631491546,279.15297304811656
2025-02-19,218.3621684158218,205.66771032848345,230.60173337148723
2025-02-20,118.87284142429715,106.81872402623941,130.00251025634418
2025-02-21,29.14670925532127,16.83549522253744,41.374824650078395
2025-02-22,175.68306629949547,162.63994687724227,187.84420753921088
2025-02-23,292.42204168530463,278.73460075875624,304.65505725124297
2025-02-24,284.9684895871349,272.46596907390335,297.632256163519
2025-02-25,269.67962541958525,257.2875981851411,281.4055923154924
2025-02-26,220.84694387367975,209.1175017770416,232.35117510519726
2025-02-27,121.35761688263236,108.38803914780253,133.19453980672597
