ds,yhat,yhat_lower,yhat_upper
2024-03-11,498.9974061084641,498.9974061082958,498.99740610863745
2024-07-10,446.9949042553426,446.99490425515904,446.9949042555237
2025-02-04,53.00182374092003,53.00182374075282,53.001823741103934
2025-05-03,34.99709811011735,34.99709810994669,34.99709811029188
2025-07-05,80.99714130600717,80.9971413058327,80.99714130619539
2025-07-06,-2005.0921831446153,-2005.092183144789,-2005.0921831444352
2025-07-07,698.1266094556678,698.1266094554785,698.1266094558465
2025-07-08,142.88884329139933,142.8888432912046,142.88884329157796
2025-07-09,589.2077246486809,589.2077246484866,589.2077246488471
2025-07-10,5586.936861605609,5586.93686160542,5586.936861605807
2025-07-11,337.85058225602063,337.85058225582486,337.85058225620816
2025-07-12,86.10825722587026,86.10825722566558,86.10825722605668
2025-07-13,-1999.9810672473789,-1999.9810672475905,-1999.981067247202
2025-07-14,703.2377253635918,703.2377253633782,703.2377253637925
2025-07-15,147.99995919283606,147.99995919260135,147.999959193038
2025-07-16,594.3188405594227,594.318840559205,594.3188405596198
2025-07-17,5592.047977515483,5592.047977515262,5592.047977515673
2025-07-18,342.96169816353006,342.9616981633046,342.9616981637465
2025-07-19,91.21937312921227,91.21937312897713,91.2193731294137
2025-07-20,-1994.8699513240313,-1994.8699513242625,-1994.8699513238282
2025-07-21,708.3488412832714,708.3488412830167,708.3488412834932
2025-07-22,153.11107510619604,153.11107510594607,153.1110751064023
2025-07-23,599.4299564669309,599.429956466681,599.4299564671569
2025-07-24,5597.1590934221995,5597.159093421957,5597.15909342243
2025-07-25,348.0728140710397,348.0728140707679,348.07281407127294
2025-07-26,96.3304890424123,96.33048904213979,96.33048904266606
2025-07-27,-1989.7588354192005,-1989.7588354194727,-1989.758835418928
2025-07-28,713.4599571912098,713.4599571909255,713.4599571914473
2025-07-29,158.22219101955557,158.22219101926618,158.22219101980446
2025-07-30,604.5410723582154,604.5410723579444,604.5410723584775
2025-07-31,5602.270209340132,5602.270209339831,5602.270209340385
2025-08-01,353.1839299789254,353.1839299786406,353.1839299791905
2025-08-02,101.44160495068331,101.44160495036243,101.4416049509828
2025-08-03,-1984.6477195143698,-1984.6477195146758,-1984.6477195141354
2025-08-04,718.5710731108888,718.5710731105231,718.5710731111445
